0.749163985252,0.0
0.8531640172,0.0
0.957140028477,0.0
1.06112396717,0.0
1.16509997845,0.0
1.26907205582,0.0
1.37307202816,0.0
1.47704005241,0.0
1.58103203773,0.0
1.68498396873,0.0
1.78896796703,0.0
1.89295196533,0.0
1.99693202972,0.0
2.10091209412,0.0
2.20487999916,0.0
2.30884408951,0.0
2.41281604767,0.0
2.51678395271,0.0
2.62075996399,0.0
2.7247440815,0.0
2.82872009277,0.0
2.93269991875,0.0
3.03666400909,0.0
3.14108395576,0.0
3.24507188797,0.0
3.34904789925,0.0
3.45302009583,0.0
3.55698394775,0.0
3.66096806526,0.0
3.76493597031,0.0
3.86892008781,0.0
3.9729039669,0.0
4.07688379288,0.0
4.1808719635,0.0
4.28484010696,0.0
4.38881587982,0.0
4.49277591705,0.0
4.59675216675,0.0
4.70213222504,0.7
4.80788421631,2.2
4.91363191605,3.7
5.01939582825,4.9
5.12522411346,6.1
5.23102807999,7.1
5.33682394028,8.1
5.44256401062,8.8
5.54835605621,9.4
5.65464782715,9.6
5.76041603088,9.7
5.86618423462,9.8
5.97197198868,9.8
6.07774019241,9.9
6.18346786499,9.9
6.2891960144,9.9
6.39500808716,9.9
6.50077581406,10.0
6.60655593872,10.0
6.71235609055,10.0
6.8181681633,10.0
6.92399978638,10.0
7.02987623215,10.0
7.13572406769,10.0
7.24158382416,9.9
7.34736776352,10.0
7.45318412781,10.1
7.55902814865,10.0
7.66484022141,10.0
7.77063179016,10.0
7.87648391724,10.0
7.98229217529,10.0
8.08851242065,10.0
8.19439220428,10.0
8.30016422272,10.0
8.40602779388,10.0
8.51178359985,10.0
8.61759567261,10.0
8.72343158722,10.0
8.82923603058,10.0
8.93498039246,10.0
9.04078388214,10.0
9.14661979675,10.0
9.25239562988,10.0
9.35818004608,10.0
9.46399211884,10.0
9.56976032257,10.0
9.67552375793,10.0
9.78126811981,10.0
9.88705635071,10.0
9.99285984039,10.0
10.0985956192,10.0
10.2044000626,10.0
10.3101520538,10.0
10.415971756,10.0
10.5217962265,10.0
10.6279401779,10.0
10.7337322235,10.0
10.8395004272,10.0
10.9453239441,10.0
11.0511159897,10.0
11.1568641663,10.0
11.2627563477,10.0
11.3685436249,10.0
11.4742803574,10.0
11.5800638199,10.0
11.6859235764,10.0
11.7917804718,10.0
11.8975324631,10.0
12.0033683777,10.0
12.1091804504,10.0
12.2149124146,10.0
12.3207483292,10.0
12.426484108,10.0
12.5322761536,10.0
12.6381120682,10.0
12.7438640594,10.0
12.849612236,10.0
12.9553718567,10.0
13.0611524582,10.0
13.1673717499,10.0
13.2732000351,10.0
13.3789644241,10.0
13.4847316742,10.0
13.5906639099,10.0
13.696439743,10.0
13.8022041321,10.0
13.9080038071,10.0
14.0137519836,10.0
14.1195716858,10.0
14.2254037857,10.0
14.3312320709,10.0
14.43699646,10.0
14.5427999496,10.0
14.6485719681,10.0
14.7543315887,10.0
14.860212326,10.0
14.9659996033,10.0
15.0718364716,10.0
15.177687645,10.0
15.2834796906,10.0
15.3891963959,10.0
15.4950399399,10.0
15.6010122299,10.0
15.707159996,10.0
15.812915802,10.0
15.9186639786,10.0
16.0244674683,10.0
16.1303043365,10.0
16.2360877991,10.0
16.341960907,10.0
16.4477882385,10.0
16.553560257,10.0
16.6593437195,10.0
16.7651081085,10.0
16.8708953857,10.0
16.9766960144,10.0
17.0825195312,10.0
17.1882915497,10.0
17.294084549,10.0
17.3999595642,10.0
17.5057353973,10.0
17.6115550995,10.0
17.7173995972,10.0
17.8231830597,10.0
17.9290847778,10.0
18.034992218,10.0
18.141248703,10.0
18.2471523285,10.0
18.3529758453,10.0
18.4587841034,10.0
18.5645961761,10.0
18.6704673767,10.0
18.7762527466,10.0
18.8820762634,10.0
18.9878559113,10.0
19.0937805176,0.5
19.1993675232,0.4
19.3050079346,0.4
19.4106884003,0.3
19.5163192749,0.2
19.6218757629,0.2
19.727432251,0.2
19.8330631256,0.1
19.9385871887,0.1
20.0439281464,0.1
20.149148941,0.1
20.2542247772,0.1
20.3592681885,0.1
20.4642715454,0.0
20.56914711,0.0
20.6744289398,0.0
20.7793045044,0.0
20.8838405609,0.0
20.9882392883,0.0
21.0925445557,0.0
21.1969432831,0.0
21.3013000488,0.0
21.4056797028,0.0
21.5101242065,0.0
21.6140594482,0.0
21.7180271149,0.0
21.8219718933,0.0
21.9259319305,0.0
22.0298843384,0.0
22.1338329315,0.0
22.2377758026,0.0
22.3417396545,0.0
22.4456768036,0.0
22.5496406555,0.0
22.6535797119,0.0
22.7575359344,0.0
22.8614883423,0.0
22.9654445648,0.0
23.0693950653,0.0
23.1737880707,0.0
23.2777404785,0.0
23.3816833496,0.0
23.4856357574,0.0
